substance,paper,journal,year,authors,reprint,contact_name,contact_email,abstract,last_sent_date,thread_id,follow_up_date,keep,comments
ALC,The role of the orbitofrontal cortex and the nucleus accumbens for craving in alcohol use disorder,Transl. Psychiatr.,2021,"Bracht, Tobias; Soravia, Leila; Moggi, Franz; Stein, Maria; Grieder, Matthias; Federspiel, Andrea; Tschuemperlin, Raphaela; Batschelet, Hallie M.; Wiest, Roland; Denier, Niklaus","Bracht, T (corresponding author), Univ Bern, Univ Hosp Psychiat & Psychotherapy, Bern, Switzerland.; Bracht, T (corresponding author), Univ Bern, Univ Hosp Psychiat & Psychotherapy, Translat Res Ctr, Bern, Switzerland.",Bracht,someemail@address.com,"This study aimed to investigate structural and functional alterations of the reward system and the neurobiology of craving in alcohol use disorder (AUD). We hypothesized reduced volume of the nucleus accumbens (NAcc), reduced structural connectivity of the segment of the supero-lateral medial forebrain bundle connecting the orbitofrontal cortex (OFC) with the NAcc (OFC-NAcc), and reduced resting-state OFC-NAcc functional connectivity (FC). Furthermore, we hypothesized that craving is related to an increase of OFC-NAcc FC. Thirty-nine recently abstinent patients with AUD and 18 healthy controls (HC) underwent structural (T1w-MP2RAGE, diffusion-weighted imaging (DWI)) and functional (resting-state fMRI) MRI-scans. Gray matter volume of the NAcc, white matter microstructure (fractional anisotropy (FA)) and macrostructure (tract length) of the OFC-NAcc connection and OFC-NAcc FC were compared between AUD and HC using a mixed model MANCOVA controlling for age and gender. Craving was assessed using the thoughts subscale of the obsessive-compulsive drinking scale (OCDS) scale and was correlated with OFC-NAcc FC. There was a significant main effect of group. Results were driven by a volume reduction of bilateral NAcc, reduced FA in the left hemisphere, and reduced tract length of bilateral OFC-NAcc connections in AUD patients. OFC-NAcc FC did not differ between groups. Craving was associated with increased bilateral OFC-NAcc FC. In conclusion, reduced volume of the NAcc and reduced FA and tract length of the OFC-NAcc network suggest structural alterations of the reward network in AUD. Increased OFC-NAcc FC is associated with craving in AUD, and may contribute to situational alcohol-seeking behavior in AUD.",2021/12/8,17cc7acc24e934c1,2021/12/28,1,
NIC,Reversing the Atypical Valuation of Drug and Nondrug Rewards in Smokers Using Multimodal Neuroimaging,Biol. Psychiatry,2017,"Baker, Travis E.; Lesperance, Paul; Tucholka, Alan; Potvin, Stephane; Larcher, Kevin; Zhang, Yu; Jutras-Aswad, Didier; Conrod, Patricia","Baker, TE (corresponding author), Rutgers State Univ, Ctr Mol & Behav Neurosci, 197 Univ Ave, Newark, NJ 07102 USA.",Baker,someemail@address.com,"BACKGROUND: Chronic substance use can disrupt the reward function of the anterior cingulate cortex (ACC), biasing the ACC to favor goal-directed behaviors that converge on drug use. Here we used multimodal neuroimaging methods to ask whether modulating reward-related signaling in the ACC can reverse the atypical valuation of nondrug and drug rewards in abstinent smokers. METHODS: We first recorded functional magnetic resonance imaging data from 20 moderately dependent cigarette smokers (mean age 5 25 years; no history of neuropsychiatric disorders), following an overnight period of abstinence, to identify regions of the left dorsal lateral prefrontal cortex associated with the anticipation of drug-related rewards (cigarette puff). Next, we recorded the reward positivity-an electrophysiological signal believed to index sensitivity of the ACC to rewards-while participants engaged in two feedback tasks to gain either monetary or cigarette rewards. Lastly, guided by functional magnetic resonance imaging data, a robotic arm positioned a repetitive transcranial magnetic stimulation coil over a subject-specific dorsal lateral prefrontal cortex target, and 50 repetitive transcranial magnetic stimulation pulses were delivered at 10 Hz (excitatory stimulation) immediately before each block of 10 trials of the money condition and at 1 Hz (inhibitory stimulation) before each block of 10 trials of the cigarette condition. RESULTS: Our findings show that abstained smokers exhibited a heightened reward positivity to cigarette rewards relative to monetary rewards, and by applying excitatory or inhibitory repetitive transcranial magnetic stimulation to a subject-specific frontal-cingulate reward pathway, this pattern of results was reversed. CONCLUSIONS: By modulating how the brain links value to drug and nondrug rewards, novel brain-based treatments may finally be on the horizon.",2021/12/8,17cc7acc581df84b,2021/12/28,1,
ALC,Altered neural dynamics in occipital cortices serving visual-spatial processing in heavy alcohol users,J. Psychopharmacol.,2020,"Lew, Brandon J.; Wiesman, Alex, I; Rezich, Michael T.; Wilson, Tony W.","Wilson, TW (corresponding author), Univ Nebraska Med Ctr, 988422 Nebraska Med Ctr, Omaha, NE 68198 USA.",Wilson,someemail@address.com,"Background: Visual-spatial processing deficits have been previously linked to heavy alcohol use, but the underlying neurological mechanisms are poorly understood. Neuroimaging studies have shown alcohol-related aberrations in occipital cortices that appear to be associated with these neuropsychological deficits in visual-spatial processing, however the neural dynamics underlying this altered processing remains unknown. Methods: Twenty-three adults with high scores on the Alcohol Use Disorders Identification Test - Consumption (male: > 5, female: > 4) were compared to 30 demographically-matched controls with low Alcohol Use Disorders Identification Test - Consumption scores (<= 2). All participants completed a visual-spatial processing task while undergoing high-density magnetoencephalography. Time-frequency windows of interest were determined using a data-driven method, and spectrally-specific neural activity was imaged using a beamforming approach. Permutation testing of peak voxel time series was then used to statistically compare across groups. Results: Participants with heavy alcohol use responded slower on the task and their performance was more variable. The magnetoencephalography data indicated strong theta (4-8 Hz), alpha (10-16 Hz), and gamma (62-72 Hz) responses in posterior brain regions across both groups. Following voxel time-series extraction, significant group differences were found in the left and right visual association cortices from about 375-550 ms post-stimulus, such that adults with heavy alcohol use had blunted alpha responses compared to controls. Conclusion: Individuals with heavy alcohol use exhibited aberrant occipital alpha activity during visual-spatial processing. These data are the first to show spectrally-specific differences during visual-spatial processing related to heavy alcohol use, and highlight alcohol's effect on systems-level neural activity.",2021/12/8,17cc7acc73f21ec9,2021/12/28,1,
NIC,Alterations of resting state functional network connectivity in the brain of nicotine and alcohol users,Neuroimage,2017,"Vergara, Victor M.; Liu, Jingyu; Claus, Eric D.; Hutchison, Kent; Calhou, Vince","Vergara, VM (corresponding author), Mind Res Network, 1101 Yale Blvd NE, Albuquerque, NM 87106 USA.; Vergara, VM (corresponding author), Lovelace Biomed & Environm Res Inst, 1101 Yale Blvd NE, Albuquerque, NM 87106 USA.",Vergara,someemail@address.com,"Alcohol and nicotine intake result in neurological alterations at the circuit level. Resting state functional connectivity has shown great potential in identifying these alterations. However, current studies focus on specific seeds and leave out many brain regions where effects might exist. The present study uses a data driven technique for brain segmentation covering the whole brain. Functional magnetic-resonance-imaging (fMRI) data were collected from 188 subjects: 51 non-substance consumption controls (CTR), 36 smoking-and-drinking subjects (SAD), 28 drinkers (DRN), and 73 smokers (SMK). Data were processed using group independent component analysis to derive resting state networks (RSN). The resting state functional network connectivity (rsFNC) was then calculated through correlation between time courses. One-way ANOVA tests were used to detect rsFNC differences among the four groups. A total of 50 ANOVA tests were significant after multi-comparison correction. Results delineate a general pattern of hypo-connectivity in the substance consumers. Precuneus, postcentral gyrus, insula and visual cortex were the main brain areas with rsFNC reduction suggesting reduced interoceptive awareness in drinkers. In addition, connectivity reduction between postcentral and one RSN covering right fusiform and lingual gyri showed significant association with severity of hazardous drinking. In smokers, connectivity changes agreed with the idea of a shift towards endogenous information processing, represented by the DMN. Hypo-connectivity between thalamus and putamen was observed in smokers. In contrast, the angular gyrus showed hyper-connectivity with the precuneus linked to smoking and significantly correlated with nicotine dependence severity. In spite of the presence of common effects, our results suggest that particular effects of alcohol and nicotine can be separated and identified. Results also suggest that concurrent use of both substances affects brain connectivity in a complex manner, requiring careful consideration of interaction effects.",2021/12/8,17cc7acc7696a8fd,2021/12/28,1,
NIC,Value-based decision-making of cigarette and nondrug rewards in dependent and occasional cigarette smokers: An FMRI study,Addict. Biol.,2020,"Lawn, Will; Mithchener, Ludo; Freeman, Tom P.; Benattayallah, Abdelmalek; Bisby, James A.; Wall, Matt B.; Dodds, Chris M.; Curran, Helen V.; Morgan, Celia J. A.","Lawn, W (corresponding author), UCL, Clin Psychopharmacol Unit, London WC1E 7HB, England.",Lawn,someemail@address.com,"Little is known about the neural functioning that underpins drug valuation and choice in addiction, including nicotine dependence. Following ad libitum smoking, 19 dependent smokers (smoked >= 10/day) and 19 occasional smokers (smoked 0.5-5/week) completed a decision-making task. First, participants stated how much they were willing-to-pay for various amounts of cigarettes and shop vouchers. Second, during functional magnetic resonance imaging, participants decided if they wanted to buy these cigarettes and vouchers for a set amount of money. We examined decision-making behaviour and brain activity when faced with cigarette and voucher decisions, purchasing (vs not purchasing) cigarettes and vouchers, and value signals where brain activity correlated with cigarette and voucher value. Dependent smokers had a higher willingness-to-pay for cigarettes and greater activity in the bilateral middle temporal gyrus when faced with cigarette decisions than occasional smokers. Across both groups, the decision to buy cigarettes was associated with activity in the left paracingulate gyrus, right nucleus accumbens, and left amygdala. The decision to buy vouchers was associated with activity in the left superior frontal gyrus, but dependent smokers showed weaker activity in the left posterior cingulate gyrus than occasional smokers. Across both groups, cigarette value signals were observed in the left striatum and ventromedial prefrontal cortex. To summarise, nicotine dependence was associated with greater behavioural valuation of cigarettes and brain activity during cigarette decisions. When purchasing cigarettes and vouchers, reward and decision-related brain regions were activated in both groups. For the first time, we identified value signals for cigarettes in the brain.",2021/12/8,17cc7acc83468ead,2021/12/28,1,
NIC,Difference in the functional connectivity of the dorsolateral prefrontal cortex between smokers with nicotine dependence and individuals with internet gaming disorder,BMC Neurosci.,2017,"Ge, Xin; Sun, Yawen; Han, Xu; Wang, Yao; Ding, Weina; Cao, Mengqiu; Du, Yasong; Xu, Jianrong; Zhou, Yan","Xu, JR; Zhou, Y (corresponding author), Shanghai Jiao Tong Univ, Sch Med, Ren Ji Hosp, Dept Radiol, Shanghai 200127, Peoples R China.",Xu,someemail@address.com,"Background: It has been reported that internet gaming disorder (IGD) and smokers with nicotine dependence (SND) share clinical characteristics, such as over-engagement despite negative consequences and cravings. This study is to investigate the alterations in the resting-state functional connectivity (rsFC) of the dorsolateral prefrontal cortex (DLPFC) observed in SND and IGD. In this study, 27 IGD, 29 SND, and 33 healthy controls (HC) underwent a resting-state functional magnetic resonance imaging (rs-fMRI) scan. DLPFC connectivity was determined in all participates by investigating the synchronized low-frequency fMRI signal fluctuations using a temporal seed-based correlation method. Results: Compared with the HC group, the IGD and SND groups showed decreased rsFC with DLPFC in the right insula and left inferior frontal gyrus with DLPFC. Compared with SND group, the IGD subjects exhibited increased rsFC in the left inferior temporal gyrus and right inferior orbital frontal gyrus and decreased rsFC in the right middle occipital gyrus, supramarginal gyrus, and cuneus with DLPFC. Conclusion: Our results confirmed that SND and IGD share similar neural mechanisms related to craving and impulsive inhibitions. The significant difference in rsFC with DLPFC between the IGD and SND subjects may be attributed to the visual and auditory stimulation generated by long-term internet gaming.",2021/12/8,17cc7acca6b80cb4,2021/12/28,1,
ALC,Divergent responses of the amygdala and ventral striatum predict stress-related problem drinking young adults: possible differential markers of affective and impulsive pathways of risk for alcohol use disorder,Mol. Psychiatr.,2016,"Nikolova, Y. S.; Knodt, A. R.; Radtke, S. R.; Hariri, A. R.","Nikolova, YS (corresponding author), CAMH, Campbell Family Mental Hlth Res Inst, 250 Coll St, Toronto, ON M5T 1R8, Canada.",Nikolova,someemail@address.com,"Prior work suggests that there may be two distinct pathways of alcohol use disorder (AUD) risk: one associated with positive emotion enhancement and behavioral impulsivity, and another associated with negative emotion relief and coping. We sought to map these two pathways onto individual differences in neural reward and threat processing assessed using blood-oxygen-level dependent functional magnetic resonance imaging in a sample of 759 undergraduate students (426 women, mean age 19.65 1.24 years) participating in the Duke Neurogenetics Study. We demonstrate that problem drinking is highest in the context of stress and in those with one of two distinct neural phenotypes: (1) a combination of relatively low reward -related activity of the ventral striatum (VS) and high threat -related reactivity of the amygdala; or (2) a combination of relatively high VS activity and low amygdala reactivity. In addition, we demonstrate that the relationship between stress and problem alcohol use is mediated by impulsivity, as reflected in monetary delay discounting rates, for those with high VS low amygdala reactivity, and by anxious/depressive symptomatology for those with the opposite neural risk phenotype. Across both neural phenotypes, we found that greater divergence between VS and amygdala reactivity predicted greater risk for problem drinking. Finally, for those individuals with the low VS high amygdala risk phenotype we found that stress not only predicted the presence of AUD diagnosis at the time of neuroimaging but also subsequent problem drinking reported 3 months following study completion. These results offer new insight into the neural basis of AUD risk and suggest novel biological targets for early individualized treatment or prevention.",2021/10/28,17cc7accb35be230,2021/11/17,0,replied no longer access the data and forward to PI
NIC,Altered function but not structure of the amygdala in nicotine-dependent individuals,Neuropsychologia,2017,"Shen, Zhujing; Huang, Peiyu; Wang, Chao; Qian, Wei; Luo, Xiao; Guan, Xiaojun; Qiu, Tiantian; Yang, Yihong; Zhang, Minming","Zhang, MM (corresponding author), Zhejiang Univ, Sch Med, Affiliated Hosp 2, Dept Radiol, 88 Jiefang Rd, Hangzhou 310009, Zhejiang, Peoples R China.",Zhang,someemail@address.com,"Tobacco use disorder is frequently comorbid with emotional disorders, each exerting reciprocal influence on the other. As an important hub for emotional processing, amygdala may also play a critical role in tobacco addiction. Therefore, we aimed to investigate the volume and spontaneous activity of the amygdala in nicotine-dependent individuals and their relationships with cigarette use. A total of 84 smokers (aged 22-54 years) and 41 nonsmokers (aged 26-56 years) were enrolled in the present study. 3D-T1 weighted images and resting-state fMRI images were acquired from all participants. We used ROI-wise volume, fractional amplitude of low frequency fluctuation (fALFF) and resting-state functional connectivity (FC) to assess structural and functional changes of the amygdala in the smokers. There was no significant difference between smokers and nonsmokers on amygdala volume (p > 0.05). When compared to nonsmokers, increased fALFF in the right amygdala was observed in smokers (p = 0.024). In addition, increased FC between the left amygdala and the right precuneus and decreased FC between the right amygdala and the right orbitofrontal cortex (OFC) was found in smokers. In smokers, these amygdala measures did not correlate with any measures of cigarette use. The results revealed that the amygdala function but not volume was affected in nicotine addiction. When considering the fALFF and FC results, we propose that the OFC top-down control may regulate the amygdala activity in nicotine addicts. The pattern of amygdala-based FC in smokers revealed in our study may provide new information about the brain circuitry of tobacco dependence.",2021/12/8,17cc7accc927fb89,2021/12/28,1,
OPI,Emotion recognition and its relation to prefrontal function and network in heroin plus nicotine dependence: a pilot study,Neurophotonics,2018,"Ieong, Hada Fong-ha; Yuan, Zhen","Yuan, Z (corresponding author), Univ Macau, Bioimaging Core, Fac Hlth Sci, Macau, Peoples R China.",Yuan,someemail@address.com,"Many patients with substance use disorders (SUDs) live in a stressful environment, and comorbidity is not uncommon. Understanding the neural mechanisms underlying heroin and nicotine dependences and their relationships to social cognition could facilitate behavioral therapy efficacy. We aimed to provide a translational approach that leads to identifying potential biomarkers for opioid use disorder (OUD) susceptibility during recovery. We examined the clinical characters and the relationships between theory of mind (ToM) and executive functions in three groups: heroin plus nicotine-dependent (HND) patients who had remained heroin abstinent (>= 3 months), nicotine-dependent (ND) subjects, and healthy controls (C). The domains included emotion recognition, inhibition, shifting, updating, access, and processing speed. Resting-state functional connectivity (rsFC), ToM task-induced functional connectivity, and brain networks were then explored among 21 matched subjects using functional near-infrared spectroscopy. HND enhanced the severities of anxiety, depression, and hyperactivity. Inhibition domain was impaired in both HND and ND. No impairment in domains of emotion recognition, access, and update was observed. HND demonstrated enhanced rsFC in the medial prefrontal cortex and orbitofrontal cortex (OFC) and decreased ToM-induced connectivity across the PFC. The right superior frontal gyrus in the OFC (oSFG; x = 22, y = 77, and z = 6) was associated with working memory and emotion recognition in HND. Using a neuroimaging tool, these results supported the prominent reward-deficit-and-stress-surfeit hypothesis in SUDs, especially OUD, after protracted withdrawal. This may provide an insight in identifying potential biomarkers related to a dynamic environment. (C) 2018 Society of Photo-Optical Instrumentation Engineers (SPIE).",2021/12/8,17cc7acce651a18e,2021/12/28,1,
NIC,Effects of acupuncture on craving after tobacco cessation: a resting-state fMRI study based on the fractional amplitude of low-frequency fluctuation,Quant. Imaging Med. Surg.,2019,"Wang, Ying-Ying; Liu, Zhao; Chen, Feng; Sun, Li; Wu, Yuan; Yang, Jin-Sheng; Fang, Ji-Liang","Yang, JS (corresponding author), China Acad Chinese Med Sci, Inst Acupuncture & Moxibust, Beijing 100700, Peoples R China.; Fang, JL (corresponding author), China Acad Chinese Med Sci, Guanganmen Hosp, Beijing 100053, Peoples R China.",Yang,someemail@address.com,"Background: To explore the immediate effects and mechanism of acupuncture on craving after tobacco cessation based on the fractional amplitude of low-frequency fluctuation (fALFF). Methods: This was a functional magnetic resonance imaging (fMRI) study. Forty participants were recruited and divided into a smoking group and a non-smoking group, 20 cases in each one. The smoking participants were requested to quit smoking 24 hours before the EMRI scan. The scan process was scan - acupuncture - scan. Between the two scans, acupuncture was applied at Lieque (LU 7), Hegu (LI 4), Baihui (GV 20), Zusanli (ST 36), Sanyinjiao (SP 6) and Taichong (LR 3) in two groups. Results: After acupuncture, self-made craving for smoking, Minnesota Nicotine Withdrawal Scale (MNWS) and Questionnaire of Smoking Urges (QSU) were all reduced (P<0.05). The fMRI results indicated the immediate effects of acupuncture on smoking craving were significant, and identified salience network (SN) consisted of anterior cingulate cortex and insula, prefrontal cortex, visual cortex and cerebellum as key brains area. Correlation analysis indicated that NWNS scores were positively correlated with the mean fALFF in the ACC (P<0.05) and negatively correlated with the mean fALFF in the insula (P<0.05) in the smoking group. Conclusions: This was the first study in China to explore the neural mechanisms of acupuncture for smoking craving. The results indicated that the effects of acupuncture on smoking craving were significant, and the SN played a critical role in the process.",2021/12/8,17cc7acceb9beab3,2021/12/28,1,
ALC,Reduced resting-state functional connectivity and sleep impairment in abstinent male alcohol-dependent patients,Hum. Brain Mapp.,2019,"Liu, Jingjing; Cai, Wanye; Zhao, Meng; Cai, Wenlong; Sui, Feng; Hou, Wenbao; Wang, Hongde; Yu, Dahua; Yuan, Kai","Yuan, K (corresponding author), Xidian Univ, Sch Life Sci & Technol, Xian 710071, Shaanxi, Peoples R China.; Wang, HD (corresponding author), Xilinguole Meng Mongolian Gen Hosp, Xilinhaote, Inner Mongolian, Peoples R China.; Yu, DH; Yuan, K (corresponding author), Inner Mongolia Univ Sci & Technol, Sch Informat Engn, Inner Mongolia Key Lab Pattern Recognit & Intelli, Baotou, Inner Mongolian, Peoples R China.",Yuan,someemail@address.com,"Alcohol dependence is associated with poor sleep quality, which has both been implicated with thalamocortical circuits function. To identify the possible roles of these circuits in the alcohol-sleep association, we investigated the volume of both left and right thalamus and corresponding resting-state functional connectivity (RSFC) differences between 15 alcohol-dependent patients (AD) and 15 healthy controls (HC) male participants. The neuroimaging findings were then correlated with clinical variables, that is, Alcohol Use Disorders Identification Test (AUDIT) and Pittsburgh Sleep Quality Index (PSQI). Additionally, mediation analysis was carried out to test whether the thalamocortical RSFC mediates the relationship between drinking behavior and sleep impairments in AD when applicable. We observed a significant positive correlation between AUDIT score and PSQI score in AD. Compared with HC, AD showed reduced RSFC between the left thalamus and medial prefrontal cortex (mPFC), orbitofrontal cortex, anterior cingulate cortex (ACC), and right caudate. We also observed a negative correlation between RSFC of the left thalamus-mPFC and PSQI score in AD. More importantly, the left thalamus-mPFC RSFC strength mediated the relationship between AUDIT score and PSQI score in AD. No significant difference was detected in the normalized volume of both left and right thalamus, and volumes were not significantly correlated with clinical variables. Our results demonstrate that AD show abnormal interactions within thalamocortical circuits in association with drinking behaviors and sleep impairments. It is hoped that our study focusing on thalamocortical circuits could provide new information on potential novel therapeutic targets for treatment of sleep impairment in alcohol-dependent patients.",NA,NA,NA,0,
NIC,Craving and Cue Reactivity in Nicotine-Dependent Tobacco Smokers Is Associated With Different Insula Networks,Biol. Psychiat.-Cogn. Neurosci. Neuroimag.,2020,"Janes, Amy C.; Krantz, Nathan L.; Nickerson, Lisa D.; Frederick, Blaise B.; Lukas, Scott E.","Janes, AC (corresponding author), McLean Hosp, Funct Integrat Addict Res Lab, 115 Mill St, Belmont, MA 02478 USA.",Janes,someemail@address.com,"BACKGROUND: The insula has a well-established role in nicotine dependence and is a node of the salience network, which integrates internal and external information to guide behavior. Recent findings reveal that internal and external processing occurs in the ventral anterior insula (vAI) and dorsal anterior insula (dAI), respectively. Whether vAI/dAI network connectivity differentially reflects internally generated craving and externally triggered smoking cue reactivity was tested. METHODS: Thirty-six male and female nicotine-dependent individuals smoked 1 hour before functional magnetic resonance imaging. Baseline craving was measured, followed by resting-state and smoking cue reactivity scans and then another assessment of craving. Craving and cue reactivity interactions were measured by focusing on specific nodes of the salience network: the vAI/dAI and anterior cingulate cortex. RESULTS: Resting-state vAI/dAI networks overlapped with the prototypical salience network, yet they possessed distinct patterns, linking the vAI with nodes of the internally focused default mode network and the dAI with nodes of the external, goal-related frontoparietal network. Internally generated baseline craving was associated with enhanced vAI connectivity, whereas rostral anterior cingulate cortex reactivity to external smoking cues was associated with greater dAI connectivity. We also found that cue reactivity in the rostral anterior cingulate cortex was associated with a rise in subjective cue-induced craving, whereas baseline subjective craving did not influence brain cue reactivity. CONCLUSIONS: These data show that brain reactivity to smoking cues is associated with a subsequent increase in craving. In addition, separate insula networks have a role in an individual's vulnerability to internally related craving and externally triggered cue reactivity, which could guide the development of new, neurobiologically targeted therapies.",NA,NA,NA,0,
ALC,Neural Correlates of Rewarded Response Inhibition in Youth at Risk for Problematic Alcohol Use,Front. Behav. Neurosci.,2017,"Tervo-Clemmens, Brenden; Quach, Alina; Luna, Beatriz; Foran, William; Chung, Tammy; De Bellis, Michael D.; Clark, Duncan B.","Tervo-Clemmens, B (corresponding author), Univ Pittsburgh, Dept Psychol, Pittsburgh, PA 15260 USA.; Tervo-Clemmens, B (corresponding author), Univ Pittsburgh, Ctr Neural Basis Cognit, Pittsburgh, PA 15260 USA.",Tervo-Clemmens,someemail@address.com,"Risk for substance use disorder (SUD) is associated with poor response inhibition and heightened reward sensitivity. During adolescence, incentives improve performance on response inhibition tasks and increase recruitment of cortical control areas (Geier et al., 2010) associated with SUD (Chung et al., 2011). However, it is unknown whether incentives moderate the relationship between response inhibition and trait-level psychopathology and personality features of substance use risk. We examined these associations in the current project using a rewarded antisaccade (AS) task (Geier et al., 2010) in youth at risk for substance use. Participants were 116 adolescents and young adults (ages 12-21) from the University of Pittsburgh site of the National Consortium on Adolescent Neurodevelopment and Alcohol [NCANDA] study, with neuroimaging data collected at baseline and 1 year follow up visits. Building upon previous work using this task in normative developmental samples (Geier et al., 2010) and adolescents with SUD (Chung et al., 2011), we examined both trial-wise BOLD responses and those associated with individual task-epochs (cue presentation, response preparation, and response) and associated them with multiple substance use risk factors (externalizing and internalizing psychopathology, family history of substance use, and trait impulsivity). Results showed that externalizing psychopathology and high levels of trait impulsivity (positive urgency, SUPPS-P) were associated with general decreases in antisaccade performance. Accompanying this main effect of poor performance, positive urgency was associated with reduced recruitment of the frontal eye fields (FEF) and inferior frontal gyrus (IFG) in both a priori regions of interest and at the voxelwise level. Consistent with previous work, monetary incentive improved antisaccade behavioral performance and was associated with increased activation in the striatum and cortical control areas. However, incentives did not moderate the association between response inhibition behavioral performance and any trait-level psychopathology and personality factor of substance use risk. Reward interactions were observed for BOLD responses at the task-epoch level, however, they were inconsistent across substance use risk types. The results from this study may suggest poor response inhibition and heightened reward sensitivity are not overlapping neurocognitive features of substance use risk. Alternatively, more subtle, common longitudinal processes might jointly explain reward sensitivity and response inhibition deficits in substance use risk.",NA,NA,NA,0,
ALC,"Random Forest Classification of Alcohol Use Disorder Using fMRI Functional Connectivity, Neuropsychological Functioning, and Impulsivity Measures",Brain Sci.,2020,"Kamarajan, Chella; Ardekani, Babak A.; Pandey, Ashwini K.; Kinreich, Sivan; Pandey, Gayathri; Chorlian, David B.; Meyers, Jacquelyn L.; Zhang, Jian; Bermudez, Elaine; Stimus, Arthur T.; Porjesz, Bernice","Kamarajan, C (corresponding author), SUNY Downstate Hlth Sci Univ, Dept Psychiat, Henri Begleiter Neurodynam Lab, Brooklyn, NY 11203 USA.",Kamarajan,someemail@address.com,"Individuals with alcohol use disorder (AUD) are known to manifest a variety of neurocognitive impairments that can be attributed to alterations in specific brain networks. The current study aims to identify specific features of brain connectivity, neuropsychological performance, and impulsivity traits that can classify adult males with AUD (n = 30) from healthy controls (CTL, n = 30) using the Random Forest (RF) classification method. The predictor variables were: (i) fMRI-based within-network functional connectivity (FC) of the Default Mode Network (DMN), (ii) neuropsychological scores from the Tower of London Test (TOLT), and the Visual Span Test (VST), and (iii) impulsivity factors from the Barratt Impulsiveness Scale (BIS). The RF model, with a classification accuracy of 76.67%, identified fourteen DMN connections, two neuropsychological variables (memory span and total correct scores of the forward condition of the VST), and all impulsivity factors as significantly important for classifying participants into either the AUD or CTL group. Specifically, the AUD group manifested hyperconnectivity across the bilateral anterior cingulate cortex and the prefrontal cortex as well as between the bilateral posterior cingulate cortex and the left inferior parietal lobule, while showing hypoconnectivity in long-range anterior-posterior and interhemispheric long-range connections. Individuals with AUD also showed poorer memory performance and increased impulsivity compared to CTL individuals. Furthermore, there were significant associations among FC, impulsivity, neuropsychological performance, and AUD status. These results confirm the previous findings that alterations in specific brain networks coupled with poor neuropsychological functioning and heightened impulsivity may characterize individuals with AUD, who can be efficiently identified using classification algorithms such as Random Forest.",NA,NA,NA,0,
NIC,Behavioral and neural markers of cigarette-craving regulation in young-adult smokers during abstinence and after smoking,Neuropsychopharmacology,2018,"Ghahremani, Dara G.; Faulkner, Paul; Cox, Chelsea M.; London, Edythe D.","Ghahremani, DG (corresponding author), Univ Calif Los Angeles, Dept Psychiat & Biobehav Sci, Los Angeles, CA 90095 USA.",Ghahremani,someemail@address.com,"Cigarette craving contributes substantially to the maintenance of tobacco use disorder. Behavioral strategies to regulate craving may facilitate smoking cessation but remain underexplored. We adapted an emotion-regulation strategy, using proximal/distal self-positioning, to the context of cigarette craving to examine craving regulation in 42, daily smokers (18-25 years old). After overnight abstinence from smoking, before and after smoking their first cigarette of the day, participants viewed videos of natural scenes presenting young adults who were either smoking cigarettes (smoke) or not (non-smoke). Before each video, participants were instructed to imagine themselves either immersed in the scene (close) or distanced from it (far). They rated their craving after each video. Task-based fMRI data are presented for a subsample of participants (N = 21). We found main effects of smoking, instruction, and video type on craving-lower ratings after smoking than before, following the far vs. close instructions, and when viewing non-smoke vs. smoke videos. Before smoking, smoke vs. non-smoke videos elicited activation in, orbitofrontal cortex, anterior cingulate, lateral parietal cortex, mid-occipital cortex, ventral striatum, dorsal caudate, and midbrain. Smoking reduced activation in anterior cingulate, left inferior frontal gyrus, and bilateral temporal poles. Activation was reduced in the ventral striatum and medial prefrontal cortex after the far vs. the close instruction, suggesting less engagement with the stimuli during distancing. The results indicate that proximal/distal regulation strategies impact cue-elicited craving, potentially via downregulation of the ventral striatum and medial prefrontal cortex, and that smoking during abstinence may increase cognitive control capacity during craving regulation.",NA,NA,NA,0,
